ID,g_id,author_year,link,Substance,type,vendor,media,media_viscosity,media_density,media_temperature,pp_density,agg_diameter,agg_effective_density,pp_diameter,ssa,plate,column_height,initial_concentration,exp_rep,simulation_time,organism,cell_type,release_tnfa,release_il1b,release_il8,release_il6,release_mip2,notes,ssa_m2/g
233,60,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,lab,DMEM,0.00069,1,37,2.2,,,25,220,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,220
234,60,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,lab,DMEM,0.00069,1,37,2.2,,,25,220,96 well plates,3,0.05,,24,mouse,RAW264.7,3.441975877,,,,,,220
235,60,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,lab,DMEM,0.00069,1,37,2.2,,,25,220,96 well plates,3,0.2,,24,mouse,RAW264.7,2.473875197,,,,,,220
236,61,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,lab,DMEM+10%FBS,0.00074,0.999,37,2.2,,,25,220,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,220
237,61,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,lab,DMEM+10%FBS,0.00074,0.999,37,2.2,,,25,220,96 well plates,3,0.05,,24,mouse,RAW264.7,1.634398029,,,,,,220
238,61,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,lab,DMEM+10%FBS,0.00074,0.999,37,2.2,,,25,220,96 well plates,3,0.2,,24,mouse,RAW264.7,5.648070875,,,,,,220
239,62,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Fe2O3,,lab,DMEM,0.00069,1,37,5.24,,,10,141,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,141
240,62,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Fe2O3,,lab,DMEM,0.00069,1,37,5.24,,,10,141,96 well plates,3,0.05,,24,mouse,RAW264.7,3.750838491,,,,,,141
241,62,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Fe2O3,,lab,DMEM,0.00069,1,37,5.24,,,10,141,96 well plates,3,0.2,,24,mouse,RAW264.7,1.709670053,,,,,,141
242,63,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Fe2O3,,lab,DMEM+10%FBS,0.00074,0.999,37,5.24,,,10,141,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,141
243,63,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Fe2O3,,lab,DMEM+10%FBS,0.00074,0.999,37,5.24,,,10,141,96 well plates,3,0.05,,24,mouse,RAW264.7,2.791192208,,,,,,141
244,63,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Fe2O3,,lab,DMEM+10%FBS,0.00074,0.999,37,5.24,,,10,141,96 well plates,3,0.2,,24,mouse,RAW264.7,7.065242901,,,,,,141
245,64,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,TiO2,anatase,lab,DMEM,0.00069,1,37,3.78,,,20,105,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,105
246,64,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,TiO2,anatase,lab,DMEM,0.00069,1,37,3.78,,,20,105,96 well plates,3,0.05,,24,mouse,RAW264.7,2.066739508,,,,,,105
247,64,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,TiO2,anatase,lab,DMEM,0.00069,1,37,3.78,,,20,105,96 well plates,3,0.2,,24,mouse,RAW264.7,3.991392763,,,,,,105
248,65,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,TiO2,anatase,lab,DMEM+10%FBS,0.00074,0.999,37,3.78,,,20,105,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,105
249,65,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,TiO2,anatase,lab,DMEM+10%FBS,0.00074,0.999,37,3.78,,,20,105,96 well plates,3,0.05,,24,mouse,RAW264.7,3.153046233,,,,,,105
250,65,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,TiO2,anatase,lab,DMEM+10%FBS,0.00074,0.999,37,3.78,,,20,105,96 well plates,3,0.2,,24,mouse,RAW264.7,8.433184698,,,,,,105
255,67,Murugadoss 2020,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/s12989-020-00341-7,TiO2,anatase,JRC NM10202a,RPMI,0.0007556,1.0046,37,3.78,1350,1.4634,17,,96 well plates,6,0,,24,human,THP1,1,1,1,,,,93.37068161
256,67,Murugadoss 2020,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/s12989-020-00341-7,TiO2,anatase,JRC NM10202a,RPMI,0.0007556,1.0046,37,3.78,1350,1.4634,17,,96 well plates,6,0.004,,24,human,THP1,1.787878788,1.407821229,2.189516129,,,,93.37068161
257,67,Murugadoss 2020,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/s12989-020-00341-7,TiO2,anatase,JRC NM10202a,RPMI,0.0007556,1.0046,37,3.78,1350,1.4634,17,,96 well plates,6,0.064,,24,human,THP1,1.712121212,1.541899441,2.637096774,,,,93.37068161
258,67,Murugadoss 2020,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/s12989-020-00341-7,TiO2,anatase,JRC NM10202a,RPMI,0.0007556,1.0046,37,3.78,1350,1.4634,17,,96 well plates,6,0.256,,24,human,THP1,2.696969697,1.994413408,1.790322581,,,,93.37068161
263,69,Murugadoss 2020,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/s12989-020-00341-7,TiO2,anatase,JRC NM10202a,RPMI,0.0007556,1.0046,37,3.78,1140,1.4896,17,,96 well plates,6,0,,24,human,THP1,1,1,1,,,,93.37068161
264,69,Murugadoss 2020,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/s12989-020-00341-7,TiO2,anatase,JRC NM10202a,RPMI,0.0007556,1.0046,37,3.78,1140,1.4896,17,,96 well plates,6,0.004,,24,human,THP1,1.272727273,0.854748603,1.137096774,,,,93.37068161
265,69,Murugadoss 2020,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/s12989-020-00341-7,TiO2,anatase,JRC NM10202a,RPMI,0.0007556,1.0046,37,3.78,1140,1.4896,17,,96 well plates,6,0.064,,24,human,THP1,1.863636364,1.139664804,1.27016129,,,,93.37068161
266,69,Murugadoss 2020,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/s12989-020-00341-7,TiO2,anatase,JRC NM10202a,RPMI,0.0007556,1.0046,37,3.78,1140,1.4896,17,,96 well plates,6,0.256,,24,human,THP1,2.560606061,1.290502793,1.5,,,,93.37068161
275,72,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM103,RPMI+10%FBS,0.00089,1.0104,37,4.23,140,1.686037808,24.7,51,96 well plates,3,0,,24,human,HMDM macrophages,1,,,,,,51
276,72,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM103,RPMI+10%FBS,0.00089,1.0104,37,4.23,140,1.686037808,24.7,51,96 well plates,3,0.001,,24,human,HMDM macrophages,1.12,,,,,,51
277,72,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM103,RPMI+10%FBS,0.00089,1.0104,37,4.23,140,1.686037808,24.7,51,96 well plates,3,0.005,,24,human,HMDM macrophages,1.4,,,,,,51
278,72,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM103,RPMI+10%FBS,0.00089,1.0104,37,4.23,140,1.686037808,24.7,51,96 well plates,3,0.01,,24,human,HMDM macrophages,1.32,,,,,,51
279,72,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM103,RPMI+10%FBS,0.00089,1.0104,37,4.23,140,1.686037808,24.7,51,96 well plates,3,0.025,,24,human,HMDM macrophages,1.28,,,,,,51
280,72,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM103,RPMI+10%FBS,0.00089,1.0104,37,4.23,140,1.686037808,24.7,51,96 well plates,3,0.05,,24,human,HMDM macrophages,1.36,,,,,,51
281,72,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM103,RPMI+10%FBS,0.00089,1.0104,37,4.23,140,1.686037808,24.7,51,96 well plates,3,0.075,,24,human,HMDM macrophages,1.6,,,,,,51
282,72,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM103,RPMI+10%FBS,0.00089,1.0104,37,4.23,140,1.686037808,24.7,51,96 well plates,3,0.1,,24,human,HMDM macrophages,1.76,,,,,,51
283,73,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM104,RPMI+10%FBS,0.00089,1.0104,37,4.23,160,1.61607541,25,56,96 well plates,3,0,,24,human,HMDM macrophages,1,,,,,,56
284,73,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM104,RPMI+10%FBS,0.00089,1.0104,37,4.23,160,1.61607541,25,56,96 well plates,3,0.001,,24,human,HMDM macrophages,1.16,,,,,,56
285,73,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM104,RPMI+10%FBS,0.00089,1.0104,37,4.23,160,1.61607541,25,56,96 well plates,3,0.005,,24,human,HMDM macrophages,1.8,,,,,,56
286,73,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM104,RPMI+10%FBS,0.00089,1.0104,37,4.23,160,1.61607541,25,56,96 well plates,3,0.01,,24,human,HMDM macrophages,1.56,,,,,,56
287,73,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM104,RPMI+10%FBS,0.00089,1.0104,37,4.23,160,1.61607541,25,56,96 well plates,3,0.025,,24,human,HMDM macrophages,1.52,,,,,,56
288,73,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM104,RPMI+10%FBS,0.00089,1.0104,37,4.23,160,1.61607541,25,56,96 well plates,3,0.05,,24,human,HMDM macrophages,1.52,,,,,,56
289,73,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM104,RPMI+10%FBS,0.00089,1.0104,37,4.23,160,1.61607541,25,56,96 well plates,3,0.075,,24,human,HMDM macrophages,1.48,,,,,,56
290,73,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,TiO2,rutile,JRC NM104,RPMI+10%FBS,0.00089,1.0104,37,4.23,160,1.61607541,25,56,96 well plates,3,0.1,,24,human,HMDM macrophages,1,,,,,,56
291,74,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM200,RPMI+10%FBS,0.00089,1.0104,37,2.2,144.4,1.156048399,14,189.2,96 well plates,3,0,,24,human,HMDM macrophages,1,,,,,,189.2
292,74,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM200,RPMI+10%FBS,0.00089,1.0104,37,2.2,144.4,1.156048399,14,189.2,96 well plates,3,0.001,,24,human,HMDM macrophages,1.451612903,,,,,,189.2
293,74,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM200,RPMI+10%FBS,0.00089,1.0104,37,2.2,144.4,1.156048399,14,189.2,96 well plates,3,0.005,,24,human,HMDM macrophages,1.35483871,,,,,,189.2
294,74,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM200,RPMI+10%FBS,0.00089,1.0104,37,2.2,144.4,1.156048399,14,189.2,96 well plates,3,0.01,,24,human,HMDM macrophages,1.387096774,,,,,,189.2
295,74,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM200,RPMI+10%FBS,0.00089,1.0104,37,2.2,144.4,1.156048399,14,189.2,96 well plates,3,0.025,,24,human,HMDM macrophages,2,,,,,,189.2
296,74,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM200,RPMI+10%FBS,0.00089,1.0104,37,2.2,144.4,1.156048399,14,189.2,96 well plates,3,0.05,,24,human,HMDM macrophages,2.35483871,,,,,,189.2
297,74,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM200,RPMI+10%FBS,0.00089,1.0104,37,2.2,144.4,1.156048399,14,189.2,96 well plates,3,0.075,,24,human,HMDM macrophages,2.451612903,,,,,,189.2
298,74,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM200,RPMI+10%FBS,0.00089,1.0104,37,2.2,144.4,1.156048399,14,189.2,96 well plates,3,0.1,,24,human,HMDM macrophages,2.451612903,,,,,,189.2
299,75,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM203,RPMI+10%FBS,0.00089,1.0104,37,2.2,94.5,1.209954417,13,203.9,96 well plates,3,0,,24,human,HMDM macrophages,1,,,,,,203.9
300,75,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM203,RPMI+10%FBS,0.00089,1.0104,37,2.2,94.5,1.209954417,13,203.9,96 well plates,3,0.001,,24,human,HMDM macrophages,2.400000001,,,,,,203.9
301,75,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM203,RPMI+10%FBS,0.00089,1.0104,37,2.2,94.5,1.209954417,13,203.9,96 well plates,3,0.005,,24,human,HMDM macrophages,2.920000005,,,,,,203.9
302,75,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM203,RPMI+10%FBS,0.00089,1.0104,37,2.2,94.5,1.209954417,13,203.9,96 well plates,3,0.01,,24,human,HMDM macrophages,3.120000003,,,,,,203.9
303,75,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM203,RPMI+10%FBS,0.00089,1.0104,37,2.2,94.5,1.209954417,13,203.9,96 well plates,3,0.025,,24,human,HMDM macrophages,2.200000003,,,,,,203.9
304,75,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM203,RPMI+10%FBS,0.00089,1.0104,37,2.2,94.5,1.209954417,13,203.9,96 well plates,3,0.05,,24,human,HMDM macrophages,1.720000002,,,,,,203.9
305,75,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM203,RPMI+10%FBS,0.00089,1.0104,37,2.2,94.5,1.209954417,13,203.9,96 well plates,3,0.075,,24,human,HMDM macrophages,1.560000004,,,,,,203.9
306,75,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,Amorphous SiO2,,JRC NM203,RPMI+10%FBS,0.00089,1.0104,37,2.2,94.5,1.209954417,13,203.9,96 well plates,3,0.1,,24,human,HMDM macrophages,1.04,,,,,,203.9
307,76,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM110,RPMI+10%FBS,0.00089,1.0104,37,5.6,275,1.856262504,42,12.4,96 well plates,3,0,,24,human,HMDM macrophages,1,,,,,,12.4
308,76,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM110,RPMI+10%FBS,0.00089,1.0104,37,5.6,275,1.856262504,42,12.4,96 well plates,3,0.001,,24,human,HMDM macrophages,1.594594599,,,,,,12.4
309,76,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM110,RPMI+10%FBS,0.00089,1.0104,37,5.6,275,1.856262504,42,12.4,96 well plates,3,0.005,,24,human,HMDM macrophages,5.297297306,,,,,,12.4
310,76,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM110,RPMI+10%FBS,0.00089,1.0104,37,5.6,275,1.856262504,42,12.4,96 well plates,3,0.01,,24,human,HMDM macrophages,5.459459468,,,,,,12.4
311,76,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM110,RPMI+10%FBS,0.00089,1.0104,37,5.6,275,1.856262504,42,12.4,96 well plates,3,0.025,,24,human,HMDM macrophages,5.972972982,,,,,,12.4
312,76,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM110,RPMI+10%FBS,0.00089,1.0104,37,5.6,275,1.856262504,42,12.4,96 well plates,3,0.05,,24,human,HMDM macrophages,4.918918928,,,,,,12.4
313,76,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM110,RPMI+10%FBS,0.00089,1.0104,37,5.6,275,1.856262504,42,12.4,96 well plates,3,0.075,,24,human,HMDM macrophages,1.243243243,,,,,,12.4
314,76,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM110,RPMI+10%FBS,0.00089,1.0104,37,5.6,275,1.856262504,42,12.4,96 well plates,3,0.1,,24,human,HMDM macrophages,0.702702703,,,,,,12.4
315,77,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM111,RPMI+10%FBS,0.00089,1.0104,37,5.6,253,1.764271618,34,15.1,96 well plates,3,0,,24,human,HMDM macrophages,1,,,,,,15.1
316,77,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM111,RPMI+10%FBS,0.00089,1.0104,37,5.6,253,1.764271618,34,15.1,96 well plates,3,0.001,,24,human,HMDM macrophages,2.921052636,,,,,,15.1
317,77,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM111,RPMI+10%FBS,0.00089,1.0104,37,5.6,253,1.764271618,34,15.1,96 well plates,3,0.005,,24,human,HMDM macrophages,4.605263166,,,,,,15.1
318,77,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM111,RPMI+10%FBS,0.00089,1.0104,37,5.6,253,1.764271618,34,15.1,96 well plates,3,0.01,,24,human,HMDM macrophages,4.42105264,,,,,,15.1
319,77,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM111,RPMI+10%FBS,0.00089,1.0104,37,5.6,253,1.764271618,34,15.1,96 well plates,3,0.025,,24,human,HMDM macrophages,4.157894745,,,,,,15.1
320,77,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM111,RPMI+10%FBS,0.00089,1.0104,37,5.6,253,1.764271618,34,15.1,96 well plates,3,0.05,,24,human,HMDM macrophages,1.105263158,,,,,,15.1
321,77,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM111,RPMI+10%FBS,0.00089,1.0104,37,5.6,253,1.764271618,34,15.1,96 well plates,3,0.075,,24,human,HMDM macrophages,0.5,,,,,,15.1
322,77,Farcal 2015,https://dx.plos.org/10.1371/journal.pone.0127174,ZnO,,JRC NM111,RPMI+10%FBS,0.00089,1.0104,37,5.6,253,1.764271618,34,15.1,96 well plates,3,0.1,,24,human,HMDM macrophages,0.447368421,,,,,,15.1
386,93,Chen 2018,https://www.sciencedirect.com/science/article/pii/S2213231717306584,TiO2,anatase,Beijing DK Nano Technology,DMEM+10%FBS,0.00074,0.999,37,3.78,150,1.242063001,10,,6 well plate ,3,0,,24,mouse,RAW264.7,1,,,,,,158.7301587
387,93,Chen 2018,https://www.sciencedirect.com/science/article/pii/S2213231717306584,TiO2,anatase,Beijing DK Nano Technology,DMEM+10%FBS,0.00074,0.999,37,3.78,150,1.242063001,10,,6 well plate ,3,0.01,,24,mouse,RAW264.7,1.261904762,,,,,,158.7301587
388,93,Chen 2018,https://www.sciencedirect.com/science/article/pii/S2213231717306584,TiO2,anatase,Beijing DK Nano Technology,DMEM+10%FBS,0.00074,0.999,37,3.78,150,1.242063001,10,,6 well plate ,3,0.1,,24,mouse,RAW264.7,2.05952381,,,,,,158.7301587
399,96,Dinesh 2017,https://www.sciencedirect.com/science/article/pii/S0887233317301558#bb0090,TiO2,anatase,glycine,DMEM,0.00069,1,37,3.78,1562,1.203470463,85.5,,6 well plate ,3,0,,24,mouse,RAW264.7,1,1,,1,,,18.56493085
400,96,Dinesh 2017,https://www.sciencedirect.com/science/article/pii/S0887233317301558#bb0090,TiO2,anatase,glycine,DMEM,0.00069,1,37,3.78,1562,1.203470463,85.5,,6 well plate ,3,0.0001,,24,mouse,RAW264.7,1.243243243,1.217391304,,1.384615385,N,,18.56493085
401,96,Dinesh 2017,https://www.sciencedirect.com/science/article/pii/S0887233317301558#bb0090,TiO2,anatase,glycine,DMEM,0.00069,1,37,3.78,1562,1.203470463,85.5,,6 well plate ,3,0.001,,24,mouse,RAW264.7,2.216216216,1.869565216,,3.384615385,,,18.56493085
402,96,Dinesh 2017,https://www.sciencedirect.com/science/article/pii/S0887233317301558#bb0090,TiO2,anatase,glycine,DMEM,0.00069,1,37,3.78,1562,1.203470463,85.5,,6 well plate ,3,0.01,,24,mouse,RAW264.7,3.297297297,4.739130433,,5.846153846,,,18.56493085
403,97,Dinesh 2017,https://www.sciencedirect.com/science/article/pii/S0887233317301558#bb0090,TiO2,anatase,alanine,DMEM,0.00069,1,37,3.78,848,1.305075106,72.8,,6 well plate ,3,0,,24,mouse,RAW264.7,1,1,,1,,,21.80359323
404,97,Dinesh 2017,https://www.sciencedirect.com/science/article/pii/S0887233317301558#bb0090,TiO2,anatase,alanine,DMEM,0.00069,1,37,3.78,848,1.305075106,72.8,,6 well plate ,3,0.0001,,24,mouse,RAW264.7,1.344827584,1.205882354,,1.772727273,,,21.80359323
405,97,Dinesh 2017,https://www.sciencedirect.com/science/article/pii/S0887233317301558#bb0090,TiO2,anatase,alanine,DMEM,0.00069,1,37,3.78,848,1.305075106,72.8,,6 well plate ,3,0.001,,24,mouse,RAW264.7,1.896551722,1.294117647,,4.363636364,,,21.80359323
406,97,Dinesh 2017,https://www.sciencedirect.com/science/article/pii/S0887233317301558#bb0090,TiO2,anatase,alanine,DMEM,0.00069,1,37,3.78,848,1.305075106,72.8,,6 well plate ,3,0.01,,24,mouse,RAW264.7,4.103448271,3.735294117,,6.363636364,,,21.80359323
487,108,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,Amorphous SiO2,,Sigma Aldrich,RPMI+5%FBS,0.000755602,0.99967,37,2.2,342,1.07,10,640,96 well plates,3,0,,24,mouse,MH-S murine macrophage,,,,1,,,640
488,108,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,Amorphous SiO2,,Sigma Aldrich,RPMI+5%FBS,0.000755602,0.99967,37,2.2,342,1.07,10,640,96 well plates,3,0.003125,,24,mouse,MH-S murine macrophage,,,,2.583333333,,,640
489,108,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,Amorphous SiO2,,Sigma Aldrich,RPMI+5%FBS,0.000755602,0.99967,37,2.2,342,1.07,10,640,96 well plates,3,0.00625,,24,mouse,MH-S murine macrophage,,,,4.333333333,YES,,640
490,108,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,Amorphous SiO2,,Sigma Aldrich,RPMI+5%FBS,0.000755602,0.99967,37,2.2,342,1.07,10,640,96 well plates,3,0.0125,,24,mouse,MH-S murine macrophage,,,,7.666666667,YES,,640
491,108,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,Amorphous SiO2,,Sigma Aldrich,RPMI+5%FBS,0.000755602,0.99967,37,2.2,342,1.07,10,640,96 well plates,3,0.025,,24,mouse,MH-S murine macrophage,,,,11.41666667,YES,,640
492,108,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,Amorphous SiO2,,Sigma Aldrich,RPMI+5%FBS,0.000755602,0.99967,37,2.2,342,1.07,10,640,96 well plates,3,0.05,,24,mouse,MH-S murine macrophage,,,,17,YES,,640
493,108,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,Amorphous SiO2,,Sigma Aldrich,RPMI+5%FBS,0.000755602,0.99967,37,2.2,342,1.07,10,640,96 well plates,3,0.1,,24,mouse,MH-S murine macrophage,,,,17.75,YES,,640
494,109,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,CeO2,,Nano Amor,RPMI+5%FBS,0.000755602,0.99967,37,7.2,432,1.88,23,40,96 well plates,3,0,,24,mouse,MH-S murine macrophage,,,,1,,,40
495,109,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,CeO2,,Nano Amor,RPMI+5%FBS,0.000755602,0.99967,37,7.2,432,1.88,23,40,96 well plates,3,0.003125,,24,mouse,MH-S murine macrophage,,,,2,,,40
496,109,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,CeO2,,Nano Amor,RPMI+5%FBS,0.000755602,0.99967,37,7.2,432,1.88,23,40,96 well plates,3,0.00625,,24,mouse,MH-S murine macrophage,,,,2.166666667,,,40
497,109,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,CeO2,,Nano Amor,RPMI+5%FBS,0.000755602,0.99967,37,7.2,432,1.88,23,40,96 well plates,3,0.0125,,24,mouse,MH-S murine macrophage,,,,3.333333333,YES,,40
498,109,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,CeO2,,Nano Amor,RPMI+5%FBS,0.000755602,0.99967,37,7.2,432,1.88,23,40,96 well plates,3,0.025,,24,mouse,MH-S murine macrophage,,,,6.083333333,YES,,40
499,109,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,CeO2,,Nano Amor,RPMI+5%FBS,0.000755602,0.99967,37,7.2,432,1.88,23,40,96 well plates,3,0.05,,24,mouse,MH-S murine macrophage,,,,11,YES,,40
500,109,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,CeO2,,Nano Amor,RPMI+5%FBS,0.000755602,0.99967,37,7.2,432,1.88,23,40,96 well plates,3,0.1,,24,mouse,MH-S murine macrophage,,,,16.75,YES,,40
501,110,Kim 2014,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-014-0047-3#Sec2,CeO2,,Alpha Aesar,RPMI+5%FBS,0.000755602,0.99967,37,7.2,220,4.23,88,10,96 well plates,3,0,,24,mouse,MH-S murine macrophage,,,,1,,,10
