analysis,BMD mg/cm2,BMDL mg/cm2,BMDH mg/cm2,g_id,id,author,link,particle,type,prod,animal,sex_x,weight,admin,hours,days,weeks,number,h_between,h_after,dose_per_kg,pp_diam,ssa,air_gmd,air_diam,agg_diam,agg_diam_pta,Dep_fraction_area_after_time_mg/cm2/mg/m3,Dep_fraction_area_end_exposure_mg/cm2/mg/m3,dep_area_end_exposure_mg/cm2,dep_area_at_measurement_mg/cm2,variable,value,pp_density,SA_BMD_cm2/cm2,air_density,Lung_Model,sex_y,Alv_retention_h_mg,Alv_retention_5_mg,Alv_retention_y_mg,Alv_retention_w_mg,Alv_retention_lifetime_mg,Alv_surface_cm2,Dep_area_h_mg/cm2,Dep_area_5d_mg/cm2,Dep_area_y_mg/cm2,Dep_area_w_mg/cm2,Dep_area_lifetime_mg/cm2,BMD_air_exp_human_mg_m3,Unnamed: 51,BMD_air_five_d_human_mg_m3,BMD_air_y_human_mg_m3,BMD_air_life_human_mg_m3,SA_BMD_cm2/cm2.1,animal2
In_vivo_1092_air_conc_after_five_d_human_mg_m3_neutro.txt,6.12E-05,3.53E-05,6.48E-05,1092,,Saber 2012,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,24,,20.6,68.85629691,,,,,,,,,neutro,,4.23,0.042140054,,,man,,,,,,,,6.11E-06,,,,,,10.01,,,0.042113269,mouse
In_vivo_1093_air_conc_after_five_d_human_mg_m3_neutro.txt,3.42E-05,3.51E-06,0.00014664,1093,,Saber 2012,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,72,,20.6,68.85629691,,,,,,,,,neutro,,4.23,0.023548854,,,man,,,,,,,,6.11E-06,,,,,,5.598,,,0.023551456,mouse
In_vivo_1101_air_conc_after_five_d_human_mg_m3_neutro.txt,1.51E-05,1.50E-05,1.51E-05,1101,,Wallin 2017,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,107,,,,,,neutro,,4.23,0.02141844,0.501066038,,man,,,,,,,,2.81E-06,,,,,,5.362,,,0.021371943,mouse
In_vivo_1102_air_conc_after_five_d_human_mg_m3_neutro.txt,2.36E-06,0,2.37E-06,1102,,Wallin 2017,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,72,,10,141.8439716,,,107,,,,,,neutro,,4.23,0.003347518,0.501066038,,man,,,,,,,,2.81E-06,,,,,,0.84,,,0.003348085,mouse
In_vivo_1104_air_conc_after_five_d_human_mg_m3_neutro.txt,2.55E-05,2.54E-05,2.55E-05,1104,,Wallin 2017,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,1718,,,,,,neutro,,4.23,0.036170213,0.04119263,,man,,,,,,,,2.81E-06,,,,,,9.064,,,0.036127433,mouse
In_vivo_1105_air_conc_after_five_d_human_mg_m3_neutro.txt,5.82E-06,5.79E-06,5.82E-06,1105,,Wallin 2017,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,72,,10,141.8439716,,,1977,,,,,,neutro,,4.23,0.008255319,0.036302319,,man,,,,,,,,2.81E-06,,,,,,2.07,,,0.008250638,mouse
In_vivo_1114_air_conc_after_five_d_human_mg_m3_neutro.txt,7.14E-06,5.35E-07,8.45E-06,1114,,Grassian 2009,,TiO2,80 anatase 20 rutile,,C57BL/6J mouse ,M,,inhalation,4,1,1,0,0,0,,18,78.80220646,152.9,,,,,,,,neutro,,4.23,0.005626478,4.23,,man,,,,,,,,5.67E-06,,,,,,1.26,,,0.005629787,mouse
In_vivo_1116_air_conc_after_five_d_human_mg_m3_neutro.txt,8.11E-09,9.66E-11,1.09E-07,1116,,Grassian 2009,,TiO2,anatase,,C57BL/6J mouse ,M,,nasal instillation,,,0,1,0,24,,3.5,453.5147392,,,810,,,,,,neutro,,3.78,3.68E-05,0.028152471,,man,,,,,,,,2.05E-08,,,,,,0.3954,,,3.68E-05,mouse
In_vivo_1117_air_conc_after_five_d_human_mg_m3_neutro.txt,7.67E-07,4.38E-07,1.28E-06,1117,,Grassian 2009,,TiO2,80 anatase 20 rutile,,C57BL/6J mouse ,M,,nasal instillation,,,0,1,0,24,,18,78.80220646,,,616.5,,,,,,neutro,,4.23,0.000604413,0.175851408,,man,,,,,,,,5.67E-06,,,,,,0.1352,,,0.000604085,mouse
In_vivo_1118_air_conc_after_five_d_human_mg_m3_neutro.txt,8.31E-06,2.44E-07,3.14E-05,1118,,Warheit 2005,,TiO2,rutile,,Raleigh rat,M,,intratracheal instillation,,,0,1,0,24,,300,4.728132388,,,,,,,,,neutro,,4.23,0.000392908,,,man,,,,,,,,2.45E-06,,,,,,3.39,,,0.000392695,rat
In_vivo_1122_air_conc_after_five_d_human_mg_m3_neutro.txt,4.10E-07,4.04E-07,4.17E-07,1122,,Warheit 2005,,TiO2,rutile,,Raleigh rat,M,,intratracheal instillation,,,0,1,0,24,,300,4.728132388,,,,,,,,,neutro,,4.23,1.94E-05,,,man,,,,,,,,2.45E-06,,,,,,0.1673,,,1.94E-05,rat
In_vivo_1126_air_conc_after_five_d_human_mg_m3_neutro.txt,1.85E-05,1.84E-05,1.86E-05,1126,,Warheit 2005,,TiO2,rutile,,Raleigh rat,M,,intratracheal instillation,,,0,1,0,24,,320,4.432624113,,,,,,,,,neutro,,4.23,0.000820035,,,man,,,,,,,,2.45E-06,,,,,,7.56,,,0.000821011,rat
In_vivo_1130_air_conc_after_five_d_human_mg_m3_neutro.txt,2.57E-06,1.40E-09,3.92E-05,1130,,Warheit 2005,,TiO2,rutile,,Raleigh rat,M,,intratracheal instillation,,,0,1,0,24,,440,3.223726628,,,,,,,,,neutro,,4.23,8.28E-05,,,man,,,,,,,,2.67E-06,,,,,,0.9608,,,8.27E-05,rat
In_vivo_1134_air_conc_after_five_d_human_mg_m3_neutro.txt,2.93E-06,2.91E-06,2.96E-06,1134,,Warheit 2005,,TiO2,rutile,,Raleigh rat,M,,intratracheal instillation,,,0,1,0,24,,370,3.833620855,,,,,,,,,neutro,,4.23,0.000112325,,,man,,,,,,,,2.51E-06,,,,,,1.168,,,0.000112389,rat
In_vivo_1138_air_conc_after_five_d_human_mg_m3_neutro.txt,5.45E-06,3.75E-10,2.55E-05,1138,,Warheit 2005,,TiO2,rutile,,Raleigh rat,M,,intratracheal instillation,,,0,1,0,24,,290,4.891171436,,,,,,,,,neutro,,4.23,0.000266569,,,man,,,,,,,,2.45E-06,,,,,,2.223,,,0.00026639,rat
In_vivo_1142_air_conc_after_five_d_human_mg_m3_neutro.txt,7.95E-05,5.20E-05,8.46E-05,1142,,Danielsen 2020,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,243,,,,,,neutro,,4.23,0.112765957,0.239494046,,man,,,,,,,,2.81E-06,,,,,,28.3,,,0.112798582,mouse
In_vivo_1143_air_conc_after_five_d_human_mg_m3_neutro.txt,9.03E-05,4.52E-05,0.000150897,1143,,Danielsen 2020,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,72,,10,141.8439716,,,243,,,,,,neutro,,4.23,0.128085106,0.239494046,,man,,,,,,,,2.81E-06,,,,,,32.13,,,0.128064255,mouse
In_vivo_1146_air_conc_after_five_d_human_mg_m3_neutro.txt,4.59E-05,4.55E-05,4.64E-05,1146,,Danielsen 2020,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,183,,,,,,neutro,,4.23,0.065106383,0.309125183,,man,,,,,,,,2.81E-06,,,,,,16.32,,,0.065048511,mouse
In_vivo_1147_air_conc_after_five_d_human_mg_m3_neutro.txt,7.51E-05,4.33E-05,8.18E-05,1147,,Danielsen 2020,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,72,,10,141.8439716,,,183,,,,,,neutro,,4.23,0.106524823,0.309125183,,man,,,,,,,,2.81E-06,,,,,,26.72,,,0.106500993,mouse
In_vivo_1153_air_conc_after_five_d_human_mg_m3_neutro.txt,4.54E-07,4.51E-07,4.56E-07,1153,,Baisch 2014,,TiO2,80 anatase 20 rutile,,Fischer 344 rat,M,,inhalation,4,1,1,0,0,24,,25,56.73758865,,800,,,,,,,neutro,,4.23,0.000257589,1,,man,,,,,,,,6.53E-06,,,,,,0.06947,,,0.000257384,rat
In_vivo_1154_air_conc_after_five_d_human_mg_m3_neutro.txt,3.62E-07,3.60E-07,3.65E-07,1154,,Baisch 2014,,TiO2,80 anatase 20 rutile,,Fischer 344 rat,M,,intratracheal instillation,,,0,1,0,24,,25,56.73758865,,,1350,,,,,,neutro,,4.23,0.00020539,0.11673094,,man,,,,,,,,6.53E-06,,,,,,0.05551,,,0.000205663,rat
In_vivo_1155_air_conc_after_five_d_human_mg_m3_neutro.txt,5.53E-05,5.06E-05,5.82E-05,1155,,Vranic 2017,,TiO2,rutile,,C57BL/6N mouse,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,148,,,,,,neutro,,4.23,0.078439716,0.374200896,,man,,,,,,,,2.81E-06,,,,,,19.67,,,0.078400993,mouse
In_vivo_1161_air_conc_after_five_d_human_mg_m3_neutro.txt,4.65E-06,4.65E-06,4.65E-06,1161,,Yoshiura 2015,,TiO2,90 anatase 10 rutile,,Wistar rat,M,,intratracheal instillation,,,0,1,0,72,,14,101.3171226,,,25,,,,,,neutro,,4.23,0.004711246,2.51020732,,man,,,,,,,,4.56E-06,,,,,,1.02,,,0.004712462,rat
In_vivo_2005_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,3.36E-05,1.28E-05,5.55E-05,2005,,Gustafsson 2011,,TiO2,80 anatase 20 rutile,,Dark Agouti rats,M,,intratracheal instillation,,,0,1,0,24,,21,67.5447484,,,200,,,,,,neutro_percent,,4.23,0.022695035,0.556430256,,man,,,,,,,,6.17E-06,,,,,,5.45,,,0.022712935,rat
In_vivo_2070_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,5.91E-05,3.94E-05,8.47E-05,2070,,Renwick 2004,,TiO2,,,Wistar rat,M,,intratracheal instillation,,,0,1,0,24,,29,48.91171436,,,,,,,,,neutro_percent,,4.23,0.028906823,,,man,,,,,,,,6.67E-06,,,,,,8.86,,,0.028904965,rat
In_vivo_2093_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.000199186,0.00016497,0.000240123,2093,,Saber 2012,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,72,,20.6,68.85629691,,,,,,,,,neutro_percent,,4.23,0.137152104,,,man,,,,,,,,6.11E-06,,,,,,32.6,,,0.137152104,mouse
In_vivo_2095_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,7.82E-05,4.02E-05,51102000,2095,,Cho 2010,,TiO2,rutile,,Wistar rat,F,,intratracheal instillation,,,0,1,0,24,,30.5,46.50622021,,,119.1,,,,,,neutro_percent,,4.23,0.036367864,1.24133682,,man,,,,,,,,6.68E-06,,,,,,11.7,,,0.036347401,rat
In_vivo_2101_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,4.97E-05,3.65E-05,6.55E-05,2101,,Wallin 2017,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,107,,,,,,neutro_percent,,4.23,0.070496454,0.501066038,,man,,,,,,,,2.81E-06,,,,,,17.7,,,0.070548936,mouse
In_vivo_2102_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.000134599,0.000105937,0.000170286,2102,,Wallin 2017,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,72,,10,141.8439716,,,107,,,,,,neutro_percent,,4.23,0.190920567,0.501066038,,man,,,,,,,,2.81E-06,,,,,,47.9,,,0.190920567,mouse
In_vivo_2105_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.00014331,0.0001124,0.000181526,2105,,Wallin 2017,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,72,,10,141.8439716,,,1977,,,,,,neutro_percent,,4.23,0.203276596,0.036302319,,man,,,,,,,,2.81E-06,,,,,,51,,,0.203276596,mouse
In_vivo_2116_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,6.85E-05,6.11E-05,0.000117055,2116,,Grassian 2009,,TiO2,anatase,,C57BL/6J mouse ,M,,nasal instillation,,,0,1,0,24,,3.5,453.5147392,,,810,,,,,,neutro_percent,,3.78,0.310657596,0.028152471,,man,,,,,,,,2.05E-08,,,,,,3340,,,0.310521542,mouse
In_vivo_2117_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.000159327,0.000127575,0.000197883,2117,,Grassian 2009,,TiO2,80 anatase 20 rutile,,C57BL/6J mouse ,M,,nasal instillation,,,0,1,0,24,,18,78.80220646,,,616.5,,,,,,neutro_percent,,4.23,0.125553191,0.175851408,,man,,,,,,,,5.67E-06,,,,,,28.1,,,0.125553191,mouse
In_vivo_2130_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.000202653,0.000158331,0.00027234,2130,,Warheit 2005,,TiO2,rutile,,Raleigh rat,M,,intratracheal instillation,,,0,1,0,24,,440,3.223726628,,,,,,,,,neutro_percent,,4.23,0.006532979,,,man,,,,,,,,2.67E-06,,,,,,75.9,,,0.006532979,rat
In_vivo_2138_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.000152145,6.47E-05,0.0002499,2138,,Warheit 2005,,TiO2,rutile,,Raleigh rat,M,,intratracheal instillation,,,0,1,0,24,,290,4.891171436,,,,,,,,,neutro_percent,,4.23,0.007441673,,,man,,,,,,,,2.45E-06,,,,,,62.1,,,0.007441673,rat
In_vivo_2142_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.000202039,0.000148368,0.00030348,2142,,Danielsen 2020,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,243,,,,,,neutro_percent,,4.23,0.286580142,0.239494046,,man,,,,,,,,2.81E-06,,,,,,71.9,,,0.286580142,mouse
In_vivo_2146_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.000198386,0.000140781,0.00031472,2146,,Danielsen 2020,,TiO2,rutile,,C57BL/6J mouse ,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,183,,,,,,neutro_percent,,4.23,0.281398581,0.309125183,,man,,,,,,,,2.81E-06,,,,,,70.6,,,0.281398581,mouse
In_vivo_2153_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,9.34E-06,6.27E-06,7.71E-05,2153,,Baisch 2014,,TiO2,80 anatase 20 rutile,,Fischer 344 rat,M,,inhalation,4,1,1,0,0,24,,25,56.73758865,,800,,,,,,,neutro_percent,,4.23,0.005299291,1,,man,,,,,,,,6.53E-06,,,,,,1.43,,,0.005298099,rat
In_vivo_2154_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,2.50E-05,1.97E-05,3.09E-05,2154,,Baisch 2014,,TiO2,80 anatase 20 rutile,,Fischer 344 rat,M,,intratracheal instillation,,,0,1,0,24,,25,56.73758865,,,1350,,,,,,neutro_percent,,4.23,0.014184397,0.11673094,,man,,,,,,,,6.53E-06,,,,,,3.83,,,0.014190014,rat
In_vivo_2156_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,7.73E-05,6.41E-05,9.10E-05,2156,,Vranic 2017,,TiO2,rutile,,C57BL/6N mouse,F,,intratracheal instillation,,,0,1,0,24,,10,141.8439716,,,159,,,,,,neutro_percent,,4.23,0.10964539,0.350818878,,man,,,,,,,,2.81E-06,,,,,,27.5,,,0.109609929,mouse
In_vivo_2161_air_conc_after_five_d_human_mg_m3_neutro_percent.txt,0.00016416,0.000131784,0.000238032,2161,,Yoshiura 2015,,TiO2,90 anatase 10 rutile,,Wistar rat,M,,intratracheal instillation,,,0,1,0,72,,14,101.3171226,,,25,,,,,,neutro_percent,,4.23,0.166322188,2.51020732,,man,,,,,,,,4.56E-06,,,,,,36,,,0.166322188,rat
In_vivo_1561_dep_end_neutro.txt,5.08E-06,1.84E-06,5.47E-06,2175,,Loret 2018,,TiO2,80 anatase 20 rutile,,Wistar rat,M,,intratracheal instillation,,,0,1,0,24,,21,46.1,,,318,,,,,,neutro,,4.2,0.00234188,,,man,,,,,,,,6.53E-06,,,,,,0.778,,,0.002342341,rat
In_vivo_2561_dep_end_neutro_percent.txt,0.000576,6.96E-05,1120,3175,,Loret 2018,,TiO2,80 anatase 20 rutile,,Wistar rat,M,,intratracheal instillation,,,0,1,0,24,,21,46.1,,,318,,,,,,neutro_percent,,4.2,0.265536,,,man,,,,,,,,6.53E-06,,,,,,88.2,,,0.265536,rat
In_vivo_2562_dep_end_neutro_percent.txt,0.000549,9.77E-05,0.0169,1176,,Loret 2018,,TiO2,anatase,,Wistar rat,M,,intratracheal instillation,,,0,1,0,24,,8,316,,,567,,,,,,neutro_percent,,3.9,1.73484,,,man,,,,,,,,1.72E-06,,,,,,320,,,1.73484,rat
In_vivo_1173_dep_end_neutro.txt,8.98E-05,7.90E-05,0.000100238,179,,Rahman 2017,,TiO2,anatase,,C57BL/6 mouse,F,,intratracheal instillation,,,0,1,0,24,,8,230,,,148,,,,,,neutro,,3.9,0.206425,,,man,,,,,,,,1.72E-06,,,,,,52.30463576,,,0.206425,mouse
In_vivo_1174_dep_end_neutro.txt,3.01E-05,2.19E-06,5.92E-05,180,,Rahman 2017,,TiO2,anatase,,C57BL/6 mouse,F,,intratracheal instillation,,,0,1,0,24,,20,90,,,242,,,,,,neutro,,3.9,0.027072,,,man,,,,,,,,6.00E-06,,,,,,5.015444211,,,0.027072,mouse
In_vivo_1175_dep_end_neutro.txt,9.93E-05,9.90E-05,9.99E-05,181,,Rahman 2017,,TiO2,anatase,,C57BL/6 mouse,F,,intratracheal instillation,,,0,1,0,24,,300,10,,,130,,,,,,neutro,,3.9,0.009932,,,man,,,,,,,,2.37E-06,,,,,,41.97515475,,,0.009932,mouse
In_vivo_1176_dep_end_neutro.txt,9.80E-07,0,1.80E-06,182,,Rahman 2017,,TiO2,80 anatase 20 rutile,,C57BL/6 mouse,F,,intratracheal instillation,,,0,1,0,24,,21,54,,,242,,,,,,neutro,,4.2,0.0005292,,,man,,,,,,,,6.14E-06,,,,,,0.159625407,,,0.000529254,mouse
In_vivo_2173_dep_end_neutro.txt,0.000223,0.000129,0.000286,2179,,Rahman 2017,,TiO2,anatase,,C57BL/6 mouse,F,,intratracheal instillation,,,0,1,0,24,,8,230,,,148,,,,,,neutro_percent,,3.9,0.5129,,,man,,,,,,,,1.72E-06,,,,,,129.6511628,,,0.5129,mouse
In_vivo_2174_dep_end_neutro.txt,0.000127,0.000112,0.000183,2180,,Rahman 2017,,TiO2,anatase,,C57BL/6 mouse,F,,intratracheal instillation,,,0,1,0,24,,20,90,,,242,,,,,,neutro_percent,,3.9,0.1143,,,man,,,,,,,,6.00E-06,,,,,,21.16666667,,,0.1143,mouse
In_vivo_2175_dep_end_neutro.txt,0.000429,0.000346,0.000603,2181,,Rahman 2017,,TiO2,anatase,,C57BL/6 mouse,F,,intratracheal instillation,,,0,1,0,24,,300,10,,,130,,,,,,neutro_percent,,3.9,0.0429,,,man,,,,,,,,2.37E-06,,,,,,181.0126582,,,0.0429,mouse
In_vivo_2176_dep_end_neutro.txt,7.89E-05,3.25E-05,0.00014,2182,,Rahman 2017,,TiO2,80 anatase 20 rutile,,C57BL/6 mouse,F,,intratracheal instillation,,,0,1,0,24,,21,54,,,242,,,,,,neutro_percent,,4.2,0.042606,,,man,,,,,,,,6.14E-06,,,,,,12.85016287,,,0.042606,mouse
